# Network Device Information (via lshw)
# ========================================
# description: Ethernet interface
# product: MT42822 BlueField-2 integrated ConnectX-6 Dx network controller
# vendor: Mellanox Technologies
# physical id: 0
# bus info: pci@0000:81:00.0
# logical name: ens5f0
# version: 00
# serial: 0c:42:a1:a4:89:f8
# capacity: 40Gbit/s
# width: 64 bits
# clock: 33MHz
# capabilities: pciexpress vpd msix pm bus_master cap_list ethernet physical 1000bt-fd 10000bt-fd 25000bt-fd 40000bt-fd autonegotiation
# configuration: autonegotiation=on broadcast=yes driver=mlx5_core driverversion=5.1-2.3.7 duplex=full firmware=24.28.2006 (MT_0000000477) ip=10.10.1.2 latency=0 link=yes multicast=yes
# resources: iomemory:71d0-71cf irq:238 memory:71d84000000-71d85ffffff memory:71d88000000-71d89ffffff
#
# Device speed: 100000 Mbit/s
# Device mtu: 1500 bytes
# Device tx_queue_len: 1000
# ========================================
#
# CPU Information (via dmidecode)
# ========================================
# Getting SMBIOS data from sysfs.
# SMBIOS 3.3 present.
# 
# Handle 0x0400, DMI type 4, 48 bytes
# Processor Information
# 	Socket Designation: CPU1
# 	Type: Central Processor
# 	Family: Zen
# 	Manufacturer: AMD
# 	ID: 10 0F 83 00 FF FB 8B 17
# 	Signature: Family 23, Model 49, Stepping 0
# 	Flags:
# 		FPU (Floating-point unit on-chip)
# 		VME (Virtual mode extension)
# 		DE (Debugging extension)
# 		PSE (Page size extension)
# 		TSC (Time stamp counter)
# 		MSR (Model specific registers)
# 		PAE (Physical address extension)
# 		MCE (Machine check exception)
# 		CX8 (CMPXCHG8 instruction supported)
# 		APIC (On-chip APIC hardware supported)
# 		SEP (Fast system call)
# 		MTRR (Memory type range registers)
# 		PGE (Page global enable)
# 		MCA (Machine check architecture)
# 		CMOV (Conditional move instruction supported)
# 		PAT (Page attribute table)
# 		PSE-36 (36-bit page size extension)
# 		CLFSH (CLFLUSH instruction supported)
# 		MMX (MMX technology supported)
# 		FXSR (FXSAVE and FXSTOR instructions supported)
# 		SSE (Streaming SIMD extensions)
# 		SSE2 (Streaming SIMD extensions 2)
# 		HTT (Multi-threading)
# 	Version: AMD EPYC 7542 32-Core Processor                
# 	Voltage: 1.1 V
# 	External Clock: 16000 MHz
# 	Max Speed: 3200 MHz
# 	Current Speed: 2900 MHz
# 	Status: Populated, Enabled
# 	Upgrade: Socket SP3
# 	L1 Cache Handle: 0x0700
# 	L2 Cache Handle: 0x0701
# 	L3 Cache Handle: 0x0702
# 	Serial Number: Not Specified
# 	Asset Tag: Not Specified
# 	Part Number: Not Specified
# 	Core Count: 32
# 	Core Enabled: 32
# 	Thread Count: 64
# 	Characteristics:
# 		64-bit capable
# 		Multi-Core
# 		Hardware Thread
# 		Execute Protection
# 		Enhanced Virtualization
# 
# Handle 0x0401, DMI type 4, 48 bytes
# Processor Information
# 	Socket Designation: CPU2
# 	Type: Central Processor
# 	Family: Zen
# 	Manufacturer: AMD
# 	ID: 10 0F 83 00 FF FB 8B 17
# 	Signature: Family 23, Model 49, Stepping 0
# 	Flags:
# 		FPU (Floating-point unit on-chip)
# 		VME (Virtual mode extension)
# 		DE (Debugging extension)
# 		PSE (Page size extension)
# 		TSC (Time stamp counter)
# 		MSR (Model specific registers)
# 		PAE (Physical address extension)
# 		MCE (Machine check exception)
# 		CX8 (CMPXCHG8 instruction supported)
# 		APIC (On-chip APIC hardware supported)
# 		SEP (Fast system call)
# 		MTRR (Memory type range registers)
# 		PGE (Page global enable)
# 		MCA (Machine check architecture)
# 		CMOV (Conditional move instruction supported)
# 		PAT (Page attribute table)
# 		PSE-36 (36-bit page size extension)
# 		CLFSH (CLFLUSH instruction supported)
# 		MMX (MMX technology supported)
# 		FXSR (FXSAVE and FXSTOR instructions supported)
# 		SSE (Streaming SIMD extensions)
# 		SSE2 (Streaming SIMD extensions 2)
# 		HTT (Multi-threading)
# 	Version: AMD EPYC 7542 32-Core Processor                
# 	Voltage: 1.1 V
# 	External Clock: 16000 MHz
# 	Max Speed: 3200 MHz
# 	Current Speed: 2900 MHz
# 	Status: Populated, Enabled
# 	Upgrade: Socket SP3
# 	L1 Cache Handle: 0x0703
# 	L2 Cache Handle: 0x0704
# 	L3 Cache Handle: 0x0705
# 	Serial Number: Not Specified
# 	Asset Tag: Not Specified
# 	Part Number: Not Specified
# 	Core Count: 32
# 	Core Enabled: 32
# 	Thread Count: 64
# 	Characteristics:
# 		64-bit capable
# 		Multi-Core
# 		Hardware Thread
# 		Execute Protection
# 		Enhanced Virtualization
# ========================================
#
# Memory Information
# ========================================
# Node 0 MemTotal:       263817680 kB
# Node 1 MemTotal:       264199032 kB
# ========================================
#
# Start of test: 2020-12-20T11:27:16,535443699-05:00

"DELAY (ns)"	THREADS	CLONE_SKB	BURST	"THROUGHPUT (Mb/sec)"	STD
0	1	0	1	5112.67	28.02
0	1	0	5	14425.67	10.96
0	1	0	10	17872.00	114.31
0	1	0	15	18577.67	19.14
0	1	0	20	18681.00	10.80
0	1	0	25	19015.67	52.36
0	1	5	1	8712.67	81.96
0	1	5	5	18499.00	89.63
0	1	5	10	19640.67	21.85
0	1	5	15	19919.33	19.22
0	1	5	20	19553.33	26.14
0	1	5	25	19332.67	210.55
0	1	10	1	9547.67	54.71
0	1	10	5	17947.67	59.33
0	1	10	10	16239.00	29.88
0	1	10	15	17403.67	287.87
0	1	10	20	16613.33	9.74
0	1	10	25	16639.67	55.73
0	1	15	1	9907.33	8.96
0	1	15	5	15763.33	9.98
0	1	15	10	16132.67	75.99
0	1	15	15	16386.00	68.25
0	1	15	20	16262.67	30.13
0	1	15	25	16097.00	8.64
0	1	20	1	9911.67	135.12
0	1	20	5	14410.67	73.25
0	1	20	10	15397.33	14.43
0	1	20	15	15828.00	38.44
0	1	20	20	15693.00	30.34
0	1	20	25	15260.67	67.80
0	1	25	1	9905.00	178.90
0	1	25	5	14213.33	5.79
0	1	25	10	15150.00	20.07
0	1	25	15	15541.33	17.31
0	1	25	20	15130.33	41.15
0	1	25	25	15434.67	21.70
0	2	0	1	10433.67	4.78
0	2	0	5	29619.00	130.76
0	2	0	10	36231.67	78.50
0	2	0	15	36949.00	28.30
0	2	0	20	37084.00	49.89
0	2	0	25	37659.00	21.12
0	2	5	1	18795.00	250.48
0	2	5	5	36691.67	156.54
0	2	5	10	38827.00	40.65
0	2	5	15	39572.00	78.21
0	2	5	20	39762.67	35.52
0	2	5	25	39533.67	64.83
0	2	10	1	20884.00	120.22
0	2	10	5	36041.00	124.47
0	2	10	10	34355.33	118.20
0	2	10	15	35919.33	77.93
0	2	10	20	35061.00	26.70
0	2	10	25	35114.33	38.73
0	2	15	1	21552.67	166.03
0	2	15	5	33431.00	67.62
0	2	15	10	34113.33	141.93
0	2	15	15	34328.00	143.54
0	2	15	20	34222.33	21.20
0	2	15	25	33960.67	14.08
0	2	20	1	21818.00	125.88
0	2	20	5	30784.33	112.32
0	2	20	10	32298.00	28.25
0	2	20	15	33345.67	25.75
0	2	20	20	33181.33	50.28
0	2	20	25	31903.33	36.33
0	2	25	1	21691.67	318.53
0	2	25	5	29700.00	17.15
0	2	25	10	31956.67	61.45
0	2	25	15	32774.67	15.58
0	2	25	20	31590.67	48.15
0	2	25	25	32464.67	33.89
0	3	0	1	16353.67	159.63
0	3	0	5	43080.00	423.20
0	3	0	10	53622.67	65.12
0	3	0	15	54604.33	103.51
0	3	0	20	55235.00	617.92
0	3	0	25	57479.33	1527.30
0	3	5	1	28038.33	177.27
0	3	5	5	53955.00	315.41
0	3	5	10	57016.00	61.30
0	3	5	15	57658.67	28.41
0	3	5	20	58261.33	61.46
0	3	5	25	58731.33	71.75
0	3	10	1	30523.67	247.04
0	3	10	5	52958.33	579.60
0	3	10	10	51214.33	144.93
0	3	10	15	55025.67	42.70
0	3	10	20	52211.67	63.12
0	3	10	25	52327.00	27.18
0	3	15	1	31235.33	346.50
0	3	15	5	49916.67	61.14
0	3	15	10	50255.67	92.18
0	3	15	15	51387.00	96.71
0	3	15	20	51103.67	111.89
0	3	15	25	50837.67	109.77
0	3	20	1	31364.00	176.84
0	3	20	5	46880.33	11.81
0	3	20	10	47919.67	40.34
0	3	20	15	49751.67	28.39
0	3	20	20	49486.33	27.64
0	3	20	25	47676.00	41.02
0	3	25	1	31528.00	444.21
0	3	25	5	44810.67	92.84
0	3	25	10	47466.33	104.59
0	3	25	15	48731.33	119.03
0	3	25	20	46630.33	754.32
0	3	25	25	48235.33	78.42
0	4	0	1	22041.33	101.38
0	4	0	5	57576.00	28.86
0	4	0	10	68830.33	57.97
0	4	0	15	72251.33	119.51
0	4	0	20	71020.33	180.34
0	4	0	25	71926.67	594.22
0	4	5	1	36452.67	89.38
0	4	5	5	71149.67	65.14
0	4	5	10	71930.67	101.08
0	4	5	15	72263.33	162.78
0	4	5	20	72077.00	97.50
0	4	5	25	72105.00	107.12
0	4	10	1	39744.33	169.46
0	4	10	5	73750.00	443.18
0	4	10	10	72086.67	357.33
0	4	10	15	71943.67	88.66
0	4	10	20	71576.67	172.47
0	4	10	25	71481.67	52.13
0	4	15	1	40723.33	466.23
0	4	15	5	73852.00	178.15
0	4	15	10	71525.33	60.15
0	4	15	15	70906.33	322.52
0	4	15	20	70111.00	175.37
0	4	15	25	69556.00	223.94
0	4	20	1	40681.67	320.47
0	4	20	5	71874.00	2314.34
0	4	20	10	64505.67	2873.06
0	4	20	15	68476.00	1498.92
0	4	20	20	67103.33	310.03
0	4	20	25	62166.67	760.75
0	4	25	1	40957.33	621.15
0	4	25	5	65245.67	5396.21
0	4	25	10	61475.00	340.74
