# Network Device Information (via lshw)
# ========================================
# description: Ethernet interface
# product: MT27710 Family [ConnectX-4 Lx]
# vendor: Mellanox Technologies
# physical id: 0.1
# bus info: pci@0000:03:00.1
# logical name: ens1f1
# version: 00
# serial: 9c:dc:71:5d:51:d1
# capacity: 25Gbit/s
# width: 64 bits
# clock: 33MHz
# capabilities: pciexpress vpd msix pm bus_master cap_list ethernet physical 1000bt-fd 10000bt-fd 25000bt-fd autonegotiation
# configuration: autonegotiation=off broadcast=yes driver=mlx5_core driverversion=5.0-0 duplex=full firmware=14.18.2030 (HP_2420110034) ip=10.10.1.1 latency=0 link=yes multicast=yes
# resources: irq:17 memory:96000000-97ffffff memory:39ffef00000-39fff6fffff
#
# Device speed: 25000 Mbit/s
# Device mtu: 1500 bytes
# Device tx_queue_len: 1000
# ========================================
#
# CPU Information
# ========================================
# cpu0: socket 0, 3400000 KHz
# cpu1: socket 0, 3400000 KHz
# cpu2: socket 0, 3400000 KHz
# cpu3: socket 0, 3400000 KHz
# cpu4: socket 0, 3400000 KHz
# cpu5: socket 0, 3400000 KHz
# cpu6: socket 0, 3400000 KHz
# cpu7: socket 0, 3400000 KHz
# cpu8: socket 0, 3400000 KHz
# cpu9: socket 0, 3400000 KHz
# cpu10: socket 0, 3400000 KHz
# cpu11: socket 0, 3400000 KHz
# cpu12: socket 0, 3400000 KHz
# cpu13: socket 0, 3400000 KHz
# cpu14: socket 0, 3400000 KHz
# cpu15: socket 0, 3400000 KHz
# cpu16: socket 0, 3400000 KHz
# cpu17: socket 0, 3400000 KHz
# cpu18: socket 0, 3400000 KHz
# cpu19: socket 0, 3400000 KHz
# ========================================
#
# Memory Information
# ========================================
# Node 0 MemTotal:       65737884 kB
# ========================================
#
# Start of test: 2020-11-18T11:35:04-07:00

"DELAY (ns)"	THREADS	CLONE_SKB	BURST	"THROUGHPUT (Mb/sec)"	STD
0	1	0	5	16999.33	9.98
0	2	0	5	22671.67	4.78
0	3	0	5	22697.67	3.09
0	4	0	5	22724.67	9.46
0	5	0	5	22832.67	3.86
0	6	0	5	22756.33	4.03
0	7	0	5	22858.33	2.49
0	8	0	5	22858.00	2.83
0	9	0	5	22860.33	3.40
0	10	0	5	22857.33	1.25
0	11	0	5	22879.67	30.64
0	12	0	5	22868.00	14.85
0	13	0	5	22899.33	11.73
0	14	0	5	22894.00	28.72
0	15	0	5	22898.00	29.68
0	16	0	5	22879.67	32.07
0	17	0	5	22858.00	12.08
0	18	0	5	22863.33	8.26
0	19	0	5	22860.67	5.19
0	20	0	5	22858.67	1.70
125	1	0	5	15424.67	18.87
125	2	0	5	22679.00	11.34
125	3	0	5	22705.00	5.35
125	4	0	5	22727.00	3.27
125	5	0	5	22836.33	6.60
125	6	0	5	22757.00	3.74
125	7	0	5	22857.67	1.89
125	8	0	5	22860.00	5.66
125	9	0	5	22856.00	3.56
125	10	0	5	22858.00	0.82
125	11	0	5	22877.00	21.46
125	12	0	5	22880.33	33.01
125	13	0	5	22887.33	29.69
125	14	0	5	22888.00	28.08
125	15	0	5	22889.33	35.54
125	16	0	5	22884.67	30.21
125	17	0	5	22876.67	26.45
125	18	0	5	22857.00	1.41
125	19	0	5	22875.33	15.54
125	20	0	5	22865.67	11.56
250	1	0	5	15470.00	25.15
250	2	0	5	22684.67	0.47
250	3	0	5	22701.67	2.05
250	4	0	5	22731.33	2.62
250	5	0	5	22837.33	5.56
250	6	0	5	22756.33	3.30
250	7	0	5	22859.67	1.25
250	8	0	5	22857.67	2.36
250	9	0	5	22861.00	4.24
250	10	0	5	22860.33	4.03
250	11	0	5	22860.67	3.77
250	12	0	5	22857.33	1.70
250	13	0	5	22899.33	32.31
250	14	0	5	22876.67	31.41
250	15	0	5	22876.67	18.37
250	16	0	5	22859.67	16.50
