# Network Device Information (via lshw)
# ========================================
# description: Ethernet interface
# product: MT27710 Family [ConnectX-4 Lx]
# vendor: Mellanox Technologies
# physical id: 0.1
# bus info: pci@0000:03:00.1
# logical name: ens1f1
# version: 00
# serial: 9c:dc:71:5d:51:d1
# capacity: 25Gbit/s
# width: 64 bits
# clock: 33MHz
# capabilities: pciexpress vpd msix pm bus_master cap_list ethernet physical 1000bt-fd 10000bt-fd 25000bt-fd autonegotiation
# configuration: autonegotiation=off broadcast=yes driver=mlx5_core driverversion=5.0-0 duplex=full firmware=14.18.2030 (HP_2420110034) ip=10.10.1.1 latency=0 link=yes multicast=yes
# resources: irq:17 memory:96000000-97ffffff memory:39ffef00000-39fff6fffff
#
# Device speed: 25000 Mbit/s
# Device mtu: 1500 bytes
# Device tx_queue_len: 1000
# ========================================
#
# CPU Information
# ========================================
# cpu0: socket 0, 3400000 KHz
# cpu1: socket 0, 3400000 KHz
# cpu2: socket 0, 3400000 KHz
# cpu3: socket 0, 3400000 KHz
# cpu4: socket 0, 3400000 KHz
# cpu5: socket 0, 3400000 KHz
# cpu6: socket 0, 3400000 KHz
# cpu7: socket 0, 3400000 KHz
# cpu8: socket 0, 3400000 KHz
# cpu9: socket 0, 3400000 KHz
# cpu10: socket 0, 3400000 KHz
# cpu11: socket 0, 3400000 KHz
# cpu12: socket 0, 3400000 KHz
# cpu13: socket 0, 3400000 KHz
# cpu14: socket 0, 3400000 KHz
# cpu15: socket 0, 3400000 KHz
# cpu16: socket 0, 3400000 KHz
# cpu17: socket 0, 3400000 KHz
# cpu18: socket 0, 3400000 KHz
# cpu19: socket 0, 3400000 KHz
# ========================================
#
# Memory Information
# ========================================
# Node 0 MemTotal:       65737884 kB
# ========================================
#
# Start of test: 2020-11-16T02:15:28-07:00

"DELAY (ns)"	THREADS	CLONE_SKB	BURST	"THROUGHPUT (Mb/sec)"	STD
0	1	0	1	9262.33	4.78
0	1	0	5	23633.33	6.65
0	1	0	10	23643.33	8.38
0	1	0	15	23641.00	0.82
0	1	0	20	23637.33	4.50
0	1	0	25	23648.67	2.49
0	1	5	1	17734.33	23.16
0	1	5	5	23646.33	1.70
0	1	5	10	23641.33	6.94
0	1	5	15	23648.00	9.20
0	1	5	20	23645.00	12.73
0	1	5	25	23634.00	14.24
0	1	10	1	19998.33	91.89
0	1	10	5	23646.33	3.86
0	1	10	10	23645.33	5.56
0	1	10	15	23648.00	5.89
0	1	10	20	23642.33	2.62
0	1	10	25	23643.00	0.82
0	1	15	1	20972.33	44.79
0	1	15	5	23647.00	0.82
0	1	15	10	23642.00	5.89
0	1	15	15	23643.33	2.87
0	1	15	20	23650.67	3.30
0	1	15	25	23644.67	5.91
0	1	20	1	21487.67	42.82
0	1	20	5	23646.33	2.05
0	1	20	10	23646.33	6.18
0	1	20	15	23649.00	8.60
0	1	20	20	23643.33	2.49
0	1	20	25	23642.33	1.70
0	1	25	1	21715.67	13.02
0	1	25	5	23648.33	3.30
0	1	25	10	23646.00	6.98
0	1	25	15	23647.67	1.25
0	1	25	20	23645.00	2.16
0	1	25	25	23643.33	4.19
0	2	0	1	16212.67	17.61
0	2	0	5	23618.67	0.47
0	2	0	10	23620.67	1.25
0	2	0	15	23624.67	0.47
0	2	0	20	23625.00	2.16
0	2	0	25	23622.67	2.49
0	2	5	1	23599.00	8.83
0	2	5	5	23624.33	2.49
0	2	5	10	23626.33	1.25
0	2	5	15	23624.67	4.50
0	2	5	20	23627.00	3.74
0	2	5	25	23625.00	2.45
0	2	10	1	23534.00	59.10
0	2	10	5	23626.33	1.25
0	2	10	10	23623.00	2.83
0	2	10	15	23623.67	4.19
0	2	10	20	23624.33	0.94
0	2	10	25	23624.00	2.16
0	2	15	1	23556.33	41.52
0	2	15	5	23625.33	0.47
0	2	15	10	23624.33	0.47
0	2	15	15	23624.33	2.05
0	2	15	20	23623.33	2.36
0	2	15	25	23623.33	1.25
0	2	20	1	23549.67	19.14
0	2	20	5	23624.00	0.82
0	2	20	10	23619.67	4.50
0	2	20	15	23621.33	0.94
0	2	20	20	23620.33	1.25
0	2	20	25	23621.67	1.89
0	2	25	1	23551.33	33.71
0	2	25	5	23626.00	1.63
0	2	25	10	23620.33	5.56
0	2	25	15	23623.67	0.94
0	2	25	20	23623.33	3.09
0	2	25	25	23621.33	1.25
0	3	0	1	22532.33	19.40
0	3	0	5	23625.67	3.68
0	3	0	10	23624.67	2.62
0	3	0	15	23632.00	2.16
0	3	0	20	23626.00	2.94
0	3	0	25	23626.33	6.55
0	3	5	1	23588.67	25.85
0	3	5	5	23635.33	2.49
0	3	5	10	23628.67	1.25
0	3	5	15	23628.67	0.94
0	3	5	20	23627.67	1.25
0	3	5	25	23628.33	1.70
0	3	10	1	23591.00	18.40
0	3	10	5	23632.33	2.36
0	3	10	10	23632.67	0.47
0	3	10	15	23634.33	0.47
0	3	10	20	23633.33	4.50
0	3	10	25	23631.33	5.25
0	3	15	1	23580.33	3.68
0	3	15	5	23632.00	3.27
0	3	15	10	23631.33	2.05
0	3	15	15	23631.67	3.30
0	3	15	20	23629.00	2.45
0	3	15	25	23630.00	0.82
0	3	20	1	23582.33	22.17
0	3	20	5	23630.67	0.47
0	3	20	10	23633.33	1.70
0	3	20	15	23632.00	2.94
0	3	20	20	23628.67	1.70
0	3	20	25	23627.67	2.62
0	3	25	1	23572.33	20.27
0	3	25	5	23629.33	2.36
0	3	25	10	23633.00	2.16
0	3	25	15	23631.00	0.00
0	3	25	20	23631.67	2.87
0	3	25	25	23629.33	4.50
0	4	0	1	23619.33	3.68
0	4	0	5	23645.00	13.44
0	4	0	10	23632.33	2.62
0	4	0	15	23627.00	6.16
0	4	0	20	23632.00	3.27
0	4	0	25	23630.33	4.64
0	4	5	1	23636.33	6.94
0	4	5	5	23635.00	2.16
0	4	5	10	23648.33	11.15
0	4	5	15	23629.33	1.70
0	4	5	20	23632.33	4.50
0	4	5	25	23634.67	0.47
0	4	10	1	23636.00	7.07
0	4	10	5	23635.00	0.82
0	4	10	10	23635.00	2.16
0	4	10	15	23632.33	0.47
0	4	10	20	23631.67	5.44
0	4	10	25	23633.67	1.89
0	4	15	1	23632.00	1.41
0	4	15	5	23630.67	1.89
0	4	15	10	23631.33	0.47
0	4	15	15	23635.00	0.00
0	4	15	20	23629.33	6.80
0	4	15	25	23633.00	5.10
0	4	20	1	23634.33	0.47
0	4	20	5	23632.00	3.27
0	4	20	10	23633.67	1.25
0	4	20	15	23628.67	6.18
0	4	20	20	23629.33	1.89
0	4	20	25	23627.00	8.64
0	4	25	1	23630.67	1.70
0	4	25	5	23631.67	0.47
0	4	25	10	23630.67	0.47
0	4	25	15	23629.00	3.56
0	4	25	20	23628.33	2.87
0	4	25	25	23633.33	1.70
0	5	0	1	23685.33	11.44
0	5	0	5	23710.67	1.70
0	5	0	10	23708.00	2.94
0	5	0	15	23706.67	3.09
0	5	0	20	23695.00	14.14
0	5	0	25	23705.00	2.16
0	5	5	1	23706.00	1.63
0	5	5	5	23706.00	2.16
0	5	5	10	23705.00	2.45
0	5	5	15	23704.00	4.08
0	5	5	20	23703.67	0.94
0	5	5	25	23706.00	4.32
0	5	10	1	23708.33	1.25
0	5	10	5	23706.67	2.62
0	5	10	10	23705.33	3.77
0	5	10	15	23704.00	4.55
0	5	10	20	23689.00	21.92
0	5	10	25	23701.67	2.36
0	5	15	1	23702.67	2.05
0	5	15	5	23699.67	0.47
0	5	15	10	23700.67	2.36
0	5	15	15	23703.67	3.30
0	5	15	20	23698.00	6.68
0	5	15	25	23689.00	14.85
0	5	20	1	23699.33	3.30
0	5	20	5	23699.67	1.70
0	5	20	10	23701.00	2.16
0	5	20	15	23692.67	5.56
0	5	20	20	23701.00	1.41
0	5	20	25	23698.00	0.82
0	5	25	1	23699.00	2.94
0	5	25	5	23704.33	3.30
0	5	25	10	23699.33	0.47
0	5	25	15	23701.33	2.62
0	5	25	20	23702.67	2.49
0	5	25	25	23699.33	4.92
0	6	0	1	23652.33	2.62
0	6	0	5	23660.33	1.70
0	6	0	10	23661.67	0.47
0	6	0	15	23659.33	1.89
0	6	0	20	23657.67	4.50
0	6	0	25	23659.33	5.19
0	6	5	1	23656.33	3.09
0	6	5	5	23659.67	1.70
0	6	5	10	23657.33	4.11
0	6	5	15	23660.33	1.70
0	6	5	20	23659.00	1.41
0	6	5	25	23667.33	10.50
0	6	10	1	23657.00	1.41
0	6	10	5	23658.00	0.00
0	6	10	10	23657.67	0.94
0	6	10	15	23658.00	0.00
0	6	10	20	23656.00	2.83
0	6	10	25	23660.67	1.89
0	6	15	1	23658.33	0.47
0	6	15	5	23658.00	0.00
0	6	15	10	23655.00	6.48
0	6	15	15	23658.00	0.00
0	6	15	20	23658.00	0.00
0	6	15	25	23658.00	0.00
0	6	20	1	23658.00	0.00
0	6	20	5	23658.00	0.00
0	6	20	10	23657.00	3.74
0	6	20	15	23658.00	0.00
0	6	20	20	23658.00	0.00
0	6	20	25	23658.00	0.00
0	6	25	1	23658.00	0.00
0	6	25	5	23660.00	1.41
0	6	25	10	23657.67	0.47
0	6	25	15	23659.00	2.16
0	6	25	20	23656.00	2.83
0	6	25	25	23658.00	0.00
0	7	0	1	23723.33	0.47
0	7	0	5	23730.00	0.00
0	7	0	10	23730.00	0.00
0	7	0	15	23730.00	0.00
0	7	0	20	23730.00	0.00
0	7	0	25	23730.00	0.00
0	7	5	1	23729.67	0.47
0	7	5	5	23730.00	0.00
0	7	5	10	23732.67	2.05
0	7	5	15	23730.00	0.00
0	7	5	20	23730.00	0.00
0	7	5	25	23731.00	1.41
0	7	10	1	23729.67	1.25
0	7	10	5	23730.00	0.00
0	7	10	10	23730.00	0.00
0	7	10	15	23730.00	0.00
0	7	10	20	23730.00	0.00
0	7	10	25	23730.00	0.00
0	7	15	1	23731.33	1.89
0	7	15	5	23731.67	1.89
0	7	15	10	23730.00	0.00
0	7	15	15	23730.00	0.00
0	7	15	20	23730.00	0.00
0	7	15	25	23730.00	0.00
0	7	20	1	23730.00	0.00
0	7	20	5	23730.00	0.00
