# Network Device Information (via lshw)
# ========================================
# description: Ethernet interface
# product: MT42822 BlueField-2 integrated ConnectX-6 Dx network controller
# vendor: Mellanox Technologies
# physical id: 0
# bus info: pci@0000:03:00.0
# logical name: p0
# version: 00
# serial: 0c:42:a1:a4:89:c0
# capacity: 40Gbit/s
# width: 64 bits
# clock: 33MHz
# capabilities: pciexpress vpd msix pm bus_master cap_list rom ethernet physical 1000bt-fd 10000bt-fd 25000bt-fd 40000bt-fd autonegotiation
# configuration: autonegotiation=on broadcast=yes driver=mlx5_core driverversion=5.1-2.3.7 duplex=full firmware=24.28.2006 (MT_0000000477) ip=10.10.1.4 latency=0 link=yes multicast=yes
# resources: iomemory:e20-e1f irq:64 memory:e200000000-e201ffffff memory:e000000000-e0000fffff memory:e204000000-e205ffffff
#
# Device speed: 100000 Mbit/s
# Device mtu: 1500 bytes
# Device tx_queue_len: 1000
# ========================================
#
# CPU Information (via dmidecode)
# ========================================
# Getting SMBIOS data from sysfs.
# SMBIOS 3.1.1 present.
# 
# Handle 0x0004, DMI type 4, 48 bytes
# Processor Information
# 	Socket Designation: Socket 0
# 	Type: Central Processor
# 	Family: ARMv8
# 	Manufacturer: https://www.mellanox.com
# 	ID: 80 D0 1F 41 00 00 00 00
# 	Signature: Implementor 0x41, Variant 0x1, Architecture 15, Part 0xd08, Revision 0
# 	Version: Mellanox BlueField-2 [A0] A72(D08) r1p0
# 	Voltage: 0.8 V
# 	External Clock: 200 MHz
# 	Max Speed: 2500 MHz
# 	Current Speed: 2500 MHz
# 	Status: Populated, Enabled
# 	Upgrade: Other
# 	L1 Cache Handle: 0x0005
# 	L2 Cache Handle: 0x0006
# 	L3 Cache Handle: 0x0007
# 	Serial Number: Unspecified Serial Number
# 	Asset Tag: Unspecified Asset Tag
# 	Part Number: OPN: MBF2H516A-CENO
# 	Core Count: 8
# 	Core Enabled: 8
# 	Characteristics:
# 		64-bit capable
# 		Multi-Core
# 		Hardware Thread
# 		Enhanced Virtualization
# ========================================
#
# Memory Information
# ========================================
# Node 0 MemTotal:       16348520 kB
# ========================================
#
# System Information
# ========================================
# Linux linux 5.4.44-mlnx.14.gd7fb187 #1 SMP PREEMPT Tue Sep 15 16:18:01 UTC 2020 aarch64 aarch64 aarch64 GNU/Linux
# ========================================
#
# Start of test: 2020-12-30T07:11:41,824701567+00:00

"DELAY (ns)"	THREADS	CLONE_SKB	BURST	"THROUGHPUT (Mb/sec)"	STD
0	1	0	1	13024.00	35.81
0	1	0	5	16062.67	34.57
0	1	0	10	16509.00	2.94
0	1	0	15	16658.67	46.55
0	1	0	20	16647.67	1.70
0	1	0	25	16651.00	17.91
0	1	5	1	15974.33	31.63
0	1	5	5	16855.33	14.82
0	1	5	10	16792.33	12.81
0	1	5	15	16803.33	23.33
0	1	5	20	16750.00	33.89
0	1	5	25	16749.67	20.04
0	1	10	1	16442.33	23.92
0	1	10	5	16941.67	21.08
0	1	10	10	16813.67	10.66
0	1	10	15	16809.00	33.15
0	1	10	20	16768.67	43.74
0	1	10	25	16727.67	18.62
0	1	15	1	16675.67	38.56
0	1	15	5	16911.67	24.78
0	1	15	10	16799.33	11.67
0	1	15	15	16784.67	18.12
0	1	15	20	16817.00	13.74
0	1	15	25	16762.33	50.62
0	1	20	1	16741.33	37.06
0	1	20	5	16924.33	4.19
0	1	20	10	16829.33	29.04
0	1	20	15	16833.00	58.42
0	1	20	20	16760.67	37.11
0	1	20	25	16693.67	28.55
0	1	25	1	16715.00	36.91
0	1	25	5	16933.67	19.34
0	1	25	10	16814.00	23.25
0	1	25	15	16837.67	26.56
0	1	25	20	16793.33	13.91
0	1	25	25	16718.00	17.66
0	2	0	1	12940.00	8.29
0	2	0	5	10771.67	32.79
0	2	0	10	16611.00	33.89
0	2	0	15	16812.00	24.54
0	2	0	20	16864.33	50.18
0	2	0	25	16989.33	12.66
0	2	5	1	10384.00	15.75
0	2	5	5	10709.00	15.64
0	2	5	10	16859.67	13.91
0	2	5	15	16978.67	22.57
0	2	5	20	17038.00	48.59
0	2	5	25	17050.33	15.76
0	2	10	1	10364.33	12.28
0	2	10	5	10759.33	17.21
0	2	10	10	16943.67	1.25
0	2	10	15	17030.67	8.22
0	2	10	20	17035.67	38.31
0	2	10	25	17086.33	43.41
0	2	15	1	10415.00	27.90
0	2	15	5	10806.00	30.01
0	2	15	10	16946.33	10.34
0	2	15	15	16988.33	37.37
0	2	15	20	17053.00	7.79
0	2	15	25	17060.33	8.99
0	2	20	1	10355.00	66.82
0	2	20	5	10832.00	17.57
0	2	20	10	16938.33	10.34
0	2	20	15	16997.33	15.80
0	2	20	20	17059.33	28.96
0	2	20	25	17156.33	32.62
0	2	25	1	10374.33	62.99
0	2	25	5	10863.33	32.62
0	2	25	10	16922.00	38.11
0	2	25	15	17009.00	22.02
0	2	25	20	17053.67	27.01
0	2	25	25	17129.33	59.67
