# Network Device Information (via lshw)
# ========================================
# description: Ethernet interface
# product: MT42822 BlueField-2 integrated ConnectX-6 Dx network controller
# vendor: Mellanox Technologies
# physical id: 0
# bus info: pci@0000:03:00.0
# logical name: p0
# version: 00
# serial: 0c:42:a1:a4:8a:08
# capacity: 40Gbit/s
# width: 64 bits
# clock: 33MHz
# capabilities: pciexpress vpd msix pm bus_master cap_list rom ethernet physical 1000bt-fd 10000bt-fd 25000bt-fd 40000bt-fd autonegotiation
# configuration: autonegotiation=on broadcast=yes driver=mlx5_core driverversion=5.1-2.3.7 duplex=full firmware=24.28.1002 (MT_0000000477) ip=10.10.1.3 latency=0 link=yes multicast=yes
# resources: iomemory:e20-e1f irq:64 memory:e200000000-e201ffffff memory:e000000000-e0000fffff memory:e204000000-e205ffffff
#
# Device speed: 100000 Mbit/s
# Device mtu: 1500 bytes
# Device tx_queue_len: 1000
# ========================================
#
# CPU Information (via dmidecode)
# ========================================
# Getting SMBIOS data from sysfs.
# SMBIOS 3.1.1 present.
# 
# Handle 0x0004, DMI type 4, 48 bytes
# Processor Information
# 	Socket Designation: Socket 0
# 	Type: Central Processor
# 	Family: ARMv8
# 	Manufacturer: https://www.mellanox.com
# 	ID: 80 D0 1F 41 00 00 00 00
# 	Signature: Implementor 0x41, Variant 0x1, Architecture 15, Part 0xd08, Revision 0
# 	Version: Mellanox BlueField-2 [A0] A72(D08) r1p0
# 	Voltage: 0.8 V
# 	External Clock: 200 MHz
# 	Max Speed: 2500 MHz
# 	Current Speed: 2500 MHz
# 	Status: Populated, Enabled
# 	Upgrade: Other
# 	L1 Cache Handle: 0x0005
# 	L2 Cache Handle: 0x0006
# 	L3 Cache Handle: 0x0007
# 	Serial Number: Unspecified Serial Number
# 	Asset Tag: Unspecified Asset Tag
# 	Part Number: OPN: MBF2H516A-CENO
# 	Core Count: 8
# 	Core Enabled: 8
# 	Characteristics:
# 		64-bit capable
# 		Multi-Core
# 		Hardware Thread
# 		Enhanced Virtualization
# ========================================
#
# Memory Information
# ========================================
# Node 0 MemTotal:       16348520 kB
# ========================================
#
# System Information
# ========================================
# Linux localhost.localdomain 5.4.44-mlnx.14.gd7fb187 #1 SMP PREEMPT Tue Sep 15 16:18:01 UTC 2020 aarch64 aarch64 aarch64 GNU/Linux
# ========================================
#
# Start of test: 2020-12-29T02:31:08,187145476+00:00

"DELAY (ns)"	THREADS	CLONE_SKB	BURST	"THROUGHPUT (Mb/sec)"	STD
0	1	0	1	557.33	1.25
0	1	0	5	603.67	0.47
0	1	0	10	604.67	0.47
0	1	0	15	604.33	0.47
0	1	0	20	607.33	1.25
0	1	0	25	603.67	0.47
0	1	5	1	608.67	0.47
0	1	5	5	608.00	1.63
0	1	5	10	609.00	0.00
0	1	5	15	604.33	0.47
0	1	5	20	605.00	0.82
0	1	5	25	602.33	0.47
0	1	10	1	613.00	0.00
0	1	10	5	607.67	0.47
0	1	10	10	610.67	2.36
0	1	10	15	605.67	1.25
0	1	10	20	604.00	0.82
0	1	10	25	601.00	1.41
0	1	15	1	612.67	0.47
0	1	15	5	607.67	1.25
0	1	15	10	612.00	2.83
0	1	15	15	605.00	0.82
0	1	15	20	604.67	0.47
0	1	15	25	603.00	0.82
0	1	20	1	614.33	0.47
0	1	20	5	607.33	0.47
0	1	20	10	610.67	1.25
0	1	20	15	604.33	0.47
0	1	20	20	603.33	0.94
0	1	20	25	599.33	0.47
0	1	25	1	615.00	0.82
0	1	25	5	610.00	2.45
0	1	25	10	610.67	0.47
0	1	25	15	605.67	0.94
0	1	25	20	606.00	1.41
0	1	25	25	603.33	0.94
0	2	0	1	392.33	1.70
0	2	0	5	382.33	1.25
0	2	0	10	604.33	1.25
0	2	0	15	607.67	0.94
0	2	0	20	606.67	0.47
0	2	0	25	610.00	0.00
0	2	5	1	380.00	1.41
0	2	5	5	373.67	0.47
0	2	5	10	610.33	0.47
0	2	5	15	610.00	0.82
0	2	5	20	609.33	1.70
0	2	5	25	612.00	0.00
0	2	10	1	387.33	0.47
0	2	10	5	385.00	7.87
0	2	10	10	610.00	0.82
0	2	10	15	611.67	0.47
0	2	10	20	609.67	0.94
0	2	10	25	611.00	0.00
0	2	15	1	384.33	4.03
0	2	15	5	378.33	7.54
0	2	15	10	613.00	0.82
0	2	15	15	610.00	0.82
0	2	15	20	610.00	0.00
0	2	15	25	613.00	0.82
0	2	20	1	389.67	3.30
0	2	20	5	384.33	8.01
0	2	20	10	608.67	0.94
0	2	20	15	611.00	0.00
0	2	20	20	608.00	0.82
0	2	20	25	609.33	1.25
0	2	25	1	390.00	5.66
0	2	25	5	385.00	7.79
0	2	25	10	608.00	1.63
0	2	25	15	609.67	0.47
0	2	25	20	608.33	0.47
0	2	25	25	611.33	0.47
0	3	0	1	455.00	2.16
0	3	0	5	451.67	3.30
0	3	0	10	730.67	0.47
0	3	0	15	722.00	0.00
0	3	0	20	729.33	0.47
0	3	0	25	723.00	0.82
0	3	5	1	446.33	2.87
0	3	5	5	457.00	4.97
0	3	5	10	734.67	1.89
0	3	5	15	722.00	0.82
0	3	5	20	730.00	0.00
0	3	5	25	725.00	2.16
0	3	10	1	461.33	6.02
0	3	10	5	451.00	4.24
0	3	10	10	718.33	1.25
0	3	10	15	722.33	1.25
0	3	10	20	715.67	0.47
0	3	10	25	719.00	2.45
0	3	15	1	447.67	4.19
0	3	15	5	450.00	1.63
0	3	15	10	734.67	0.94
0	3	15	15	722.00	2.16
0	3	15	20	720.67	6.80
0	3	15	25	727.00	0.00
0	3	20	1	452.00	8.52
0	3	20	5	451.67	5.25
0	3	20	10	735.67	1.25
0	3	20	15	722.33	0.94
0	3	20	20	716.00	2.16
0	3	20	25	717.00	0.00
0	3	25	1	463.67	10.50
0	3	25	5	448.33	0.47
0	3	25	10	733.33	0.47
0	3	25	15	722.00	0.82
0	3	25	20	715.00	1.41
0	3	25	25	726.33	1.89
0	4	0	1	517.67	1.89
0	4	0	5	626.33	5.73
0	4	0	10	733.33	1.70
0	4	0	15	726.67	1.25
0	4	0	20	725.67	2.62
0	4	0	25	736.33	2.62
0	4	5	1	529.67	4.50
0	4	5	5	611.33	2.87
0	4	5	10	737.67	1.25
0	4	5	15	732.00	2.16
0	4	5	20	740.67	5.73
0	4	5	25	737.67	2.05
0	4	10	1	543.67	7.85
0	4	10	5	605.00	4.32
0	4	10	10	725.33	0.47
0	4	10	15	731.00	2.83
0	4	10	20	745.33	3.68
0	4	10	25	742.00	5.72
0	4	15	1	536.67	7.85
0	4	15	5	595.33	9.29
0	4	15	10	724.67	1.70
0	4	15	15	729.67	3.77
0	4	15	20	728.33	0.94
0	4	15	25	739.67	1.25
0	4	20	1	540.33	5.91
0	4	20	5	606.00	4.55
0	4	20	10	740.33	1.70
0	4	20	15	728.67	0.47
0	4	20	20	725.67	0.94
0	4	20	25	732.33	1.89
0	4	25	1	538.33	8.81
0	4	25	5	606.67	9.39
0	4	25	10	741.67	1.25
0	4	25	15	730.33	1.25
0	4	25	20	726.00	0.82
0	4	25	25	741.00	2.16
0	5	0	1	471.67	3.68
0	5	0	5	607.00	6.68
0	5	0	10	708.33	0.47
0	5	0	15	718.00	0.82
0	5	0	20	730.67	1.70
0	5	0	25	727.33	0.94
0	5	5	1	477.00	5.10
0	5	5	5	596.00	4.24
0	5	5	10	716.00	1.41
0	5	5	15	722.00	0.82
0	5	5	20	733.67	1.25
0	5	5	25	728.67	0.94
0	5	10	1	488.00	5.10
0	5	10	5	591.00	4.97
0	5	10	10	729.67	1.25
0	5	10	15	722.33	1.25
0	5	10	20	734.33	1.25
0	5	10	25	738.67	1.70
0	5	15	1	490.33	7.93
0	5	15	5	590.00	12.83
0	5	15	10	731.00	2.94
0	5	15	15	722.33	0.47
0	5	15	20	718.67	1.25
0	5	15	25	729.67	1.70
0	5	20	1	478.67	4.11
0	5	20	5	586.33	0.94
0	5	20	10	717.33	1.25
0	5	20	15	724.33	2.36
0	5	20	20	735.00	0.82
0	5	20	25	736.67	1.70
0	5	25	1	482.67	5.19
0	5	25	5	586.67	14.01
0	5	25	10	715.00	0.82
0	5	25	15	723.00	0.82
0	5	25	20	734.33	1.89
0	5	25	25	734.33	0.47
0	6	0	1	671.67	2.87
0	6	0	5	738.67	1.25
0	6	0	10	879.00	0.00
0	6	0	15	881.00	1.63
0	6	0	20	890.00	0.82
0	6	0	25	878.00	0.00
0	6	5	1	714.33	5.31
0	6	5	5	747.00	0.82
0	6	5	10	885.67	0.94
0	6	5	15	882.67	0.47
0	6	5	20	872.00	0.82
0	6	5	25	881.67	1.25
0	6	10	1	717.33	8.81
0	6	10	5	741.67	2.49
0	6	10	10	884.67	0.47
0	6	10	15	884.67	1.70
0	6	10	20	871.67	0.47
0	6	10	25	884.00	8.49
0	6	15	1	726.00	2.16
0	6	15	5	745.67	1.25
0	6	15	10	903.33	0.94
0	6	15	15	883.67	0.47
0	6	15	20	871.33	1.25
0	6	15	25	881.00	0.00
0	6	20	1	717.00	1.63
0	6	20	5	744.00	0.82
0	6	20	10	883.67	0.47
0	6	20	15	883.67	0.47
0	6	20	20	891.33	0.47
0	6	20	25	888.67	1.25
0	6	25	1	722.67	1.25
0	6	25	5	744.67	2.05
0	6	25	10	900.33	4.50
0	6	25	15	882.67	0.94
0	6	25	20	892.00	0.82
0	6	25	25	880.67	0.47
0	7	0	1	662.33	2.87
0	7	0	5	749.67	1.70
0	7	0	10	982.67	2.62
0	7	0	15	953.00	5.66
0	7	0	20	970.67	6.65
0	7	0	25	958.67	0.94
0	7	5	1	701.67	7.13
0	7	5	5	761.67	1.89
0	7	5	10	945.00	4.97
0	7	5	15	950.00	6.53
0	7	5	20	939.00	1.41
0	7	5	25	957.67	2.62
0	7	10	1	712.00	4.55
0	7	10	5	755.33	14.52
0	7	10	10	984.33	7.32
0	7	10	15	954.00	7.79
0	7	10	20	980.67	0.47
