# Network Device Information (via lshw)
# ========================================
# description: Ethernet interface
# product: MT42822 BlueField-2 integrated ConnectX-6 Dx network controller
# vendor: Mellanox Technologies
# physical id: 0
# bus info: pci@0000:03:00.0
# logical name: p0
# version: 00
# serial: 0c:42:a1:a4:8a:08
# capacity: 40Gbit/s
# width: 64 bits
# clock: 33MHz
# capabilities: pciexpress vpd msix pm bus_master cap_list rom ethernet physical 1000bt-fd 10000bt-fd 25000bt-fd 40000bt-fd autonegotiation
# configuration: autonegotiation=on broadcast=yes driver=mlx5_core driverversion=5.1-2.3.7 duplex=full firmware=24.28.1002 (MT_0000000477) ip=10.10.1.3 latency=0 link=yes multicast=yes
# resources: iomemory:e20-e1f irq:64 memory:e200000000-e201ffffff memory:e000000000-e0000fffff memory:e204000000-e205ffffff
#
# Device speed: 100000 Mbit/s
# Device mtu: 1500 bytes
# Device tx_queue_len: 1000
# ========================================
#
# CPU Information (via dmidecode)
# ========================================
# Getting SMBIOS data from sysfs.
# SMBIOS 3.1.1 present.
# 
# Handle 0x0004, DMI type 4, 48 bytes
# Processor Information
# 	Socket Designation: Socket 0
# 	Type: Central Processor
# 	Family: ARMv8
# 	Manufacturer: https://www.mellanox.com
# 	ID: 80 D0 1F 41 00 00 00 00
# 	Signature: Implementor 0x41, Variant 0x1, Architecture 15, Part 0xd08, Revision 0
# 	Version: Mellanox BlueField-2 [A0] A72(D08) r1p0
# 	Voltage: 0.8 V
# 	External Clock: 200 MHz
# 	Max Speed: 2500 MHz
# 	Current Speed: 2500 MHz
# 	Status: Populated, Enabled
# 	Upgrade: Other
# 	L1 Cache Handle: 0x0005
# 	L2 Cache Handle: 0x0006
# 	L3 Cache Handle: 0x0007
# 	Serial Number: Unspecified Serial Number
# 	Asset Tag: Unspecified Asset Tag
# 	Part Number: OPN: MBF2H516A-CENO
# 	Core Count: 8
# 	Core Enabled: 8
# 	Characteristics:
# 		64-bit capable
# 		Multi-Core
# 		Hardware Thread
# 		Enhanced Virtualization
# ========================================
#
# Memory Information
# ========================================
# Node 0 MemTotal:       16348520 kB
# ========================================
#
# System Information
# ========================================
# Linux localhost.localdomain 5.4.44-mlnx.14.gd7fb187 #1 SMP PREEMPT Tue Sep 15 16:18:01 UTC 2020 aarch64 aarch64 aarch64 GNU/Linux
# ========================================
#
# Start of test: 2020-12-30T07:16:12,666236827+00:00

"DELAY (ns)"	THREADS	CLONE_SKB	BURST	"THROUGHPUT (Mb/sec)"	STD
0	1	0	1	19990.00	48.11
0	1	0	5	27938.33	28.77
0	1	0	10	28563.67	73.52
0	1	0	15	28730.33	42.46
0	1	0	20	28760.33	51.41
0	1	0	25	28807.67	46.15
0	1	5	1	27465.00	71.45
0	1	5	5	29239.33	25.10
0	1	5	10	29173.33	50.97
0	1	5	15	29108.00	44.93
0	1	5	20	29025.67	64.63
0	1	5	25	28875.00	6.53
0	1	10	1	28239.67	35.44
0	1	10	5	29415.33	14.06
0	1	10	10	29229.33	28.77
0	1	10	15	29200.67	79.62
0	1	10	20	28998.33	35.31
0	1	10	25	28918.67	40.14
0	1	15	1	28550.67	88.24
0	1	15	5	29427.67	5.44
0	1	15	10	29256.00	45.72
0	1	15	15	29134.33	17.59
0	1	15	20	29021.33	16.78
0	1	15	25	28906.67	34.12
0	1	20	1	28652.00	69.37
0	1	20	5	29456.33	51.40
0	1	20	10	29283.00	91.78
0	1	20	15	29119.00	27.07
0	1	20	20	29020.33	30.13
0	1	20	25	28930.67	43.12
0	1	25	1	28781.00	55.40
0	1	25	5	29443.00	29.22
0	1	25	10	29372.67	60.58
0	1	25	15	29211.67	63.73
0	1	25	20	29068.33	12.55
0	1	25	25	28950.67	38.39
0	2	0	1	18939.00	21.40
0	2	0	5	19358.33	271.27
0	2	0	10	28609.67	21.48
0	2	0	15	29000.00	8.60
0	2	0	20	29320.33	68.48
0	2	0	25	29416.33	13.89
0	2	5	1	18903.67	207.36
0	2	5	5	19587.67	513.26
0	2	5	10	29308.33	22.40
0	2	5	15	29574.00	69.53
0	2	5	20	29728.00	66.55
0	2	5	25	29848.33	36.57
0	2	10	1	19330.67	69.50
0	2	10	5	19245.33	26.16
0	2	10	10	29422.67	23.57
0	2	10	15	29636.00	45.22
0	2	10	20	29823.00	46.78
0	2	10	25	29936.33	48.06
0	2	15	1	20367.33	33.37
0	2	15	5	19227.33	89.35
0	2	15	10	29428.33	13.89
0	2	15	15	29595.33	38.78
0	2	15	20	29757.00	59.60
0	2	15	25	30074.00	85.56
0	2	20	1	20131.33	299.30
0	2	20	5	19942.67	508.61
0	2	20	10	29502.67	78.85
0	2	20	15	29648.33	57.64
0	2	20	20	29792.33	20.04
0	2	20	25	29990.33	72.99
0	2	25	1	20584.00	352.99
0	2	25	5	19361.00	137.33
0	2	25	10	29478.67	10.53
0	2	25	15	29691.00	73.92
0	2	25	20	29841.67	84.30
0	2	25	25	29947.33	48.58
0	3	0	1	22183.00	154.17
